Season,Player,GP,MIN,FGM,FGA,3PM,3PA,FTM,FTA,PTS,BLK,STL,FG%,3P%,FT%,PTS/Min,Overall Shooting Accuracy,BLK/G,STL/G
,,32,1100.7,332,596,30,72,231,285,925,13,77,0.5570469798657718,0.4166666666666667,0.8105263157894737,0.840374307259017,0.5947466541073041,0.40625,2.40625
,,60,2120.1,546,1249,205,568,481,559,1778,8,65,0.4371497197758207,0.3609154929577465,0.8604651162790697,0.8386396868072261,0.5528434430042123,0.13333333333333333,1.0833333333333333
,,50,1849.8,554,1192,206,577,237,271,1551,4,108,0.46476510067114096,0.35701906412478335,0.8745387453874539,0.8384690236782355,0.5654409700611261,0.08,2.16
,,11,334.0,121,213,7,23,31,57,280,9,7,0.568075117370892,0.30434782608695654,0.543859649122807,0.8383233532934131,0.47209419752688514,0.8181818181818182,0.6363636363636364
,,24,365.5,112,263,25,94,57,69,306,4,12,0.42585551330798477,0.26595744680851063,0.8260869565217391,0.8372093023255814,0.5059666388794115,0.16666666666666666,0.5
,,57,1848.2,532,1133,123,325,356,402,1543,33,103,0.46954986760812,0.37846153846153846,0.8855721393034826,0.8348663564549291,0.577861181791047,0.5789473684210527,1.8070175438596492
,,81,3121.7,849,1688,192,491,703,805,2593,59,103,0.5029620853080569,0.3910386965376782,0.8732919254658386,0.8306371528333921,0.5890975691038579,0.7283950617283951,1.271604938271605
,,18,639.8,178,421,63,167,112,143,531,4,38,0.42280285035629456,0.3772455089820359,0.7832167832167832,0.829946858393248,0.5277550475183713,0.2222222222222222,2.111111111111111
,,4,144.6,34,74,4,16,48,59,120,5,6,0.4594594594594595,0.25,0.8135593220338984,0.8298755186721992,0.5076729271644526,1.25,1.5
,,14,488.8,135,293,25,96,109,130,404,5,14,0.46075085324232085,0.2604166666666667,0.8384615384615385,0.8265139116202945,0.5198763527901753,0.35714285714285715,1.0
,,41,1446.0,477,767,0,1,240,368,1194,34,61,0.621903520208605,0.0,0.6521739130434783,0.8257261410788381,0.4246924777506944,0.8292682926829268,1.4878048780487805
,,51,1631.0,428,864,212,501,278,302,1346,8,80,0.49537037037037035,0.4231536926147705,0.9205298013245033,0.8252605763335377,0.6130179547698814,0.1568627450980392,1.5686274509803921
,,54,1437.5,430,777,30,99,294,377,1184,27,44,0.5534105534105535,0.30303030303030304,0.7798408488063661,0.8236521739130435,0.5454272350824075,0.5,0.8148148148148148
,,1,21.9,7,11,0,0,4,5,18,3,3,0.6363636363636364,0.0,0.8,0.8219178082191781,0.4787878787878788,3.0,3.0
,,42,709.5,196,413,59,162,132,163,583,10,33,0.4745762711864407,0.36419753086419754,0.8098159509202454,0.8217054263565892,0.5495299176569612,0.23809523809523808,0.7857142857142857
,,11,424.2,109,264,48,137,82,98,348,10,24,0.4128787878787879,0.35036496350364965,0.8367346938775511,0.8203677510608204,0.5333261484199961,0.9090909090909091,2.1818181818181817
,,67,2301.8,627,1471,86,288,546,654,1886,14,140,0.4262406526172672,0.2986111111111111,0.8348623853211009,0.8193587627074462,0.5199047163498264,0.208955223880597,2.08955223880597
,,58,1319.0,409,824,59,162,203,271,1080,37,45,0.4963592233009709,0.36419753086419754,0.7490774907749077,0.8188021228203184,0.5365447483133586,0.6379310344827587,0.7758620689655172
,,14,140.6,32,78,21,54,30,35,115,2,6,0.41025641025641024,0.3888888888888889,0.8571428571428571,0.817923186344239,0.5520960520960521,0.14285714285714285,0.42857142857142855
