Season,Player,GP,MIN,FGM,FGA,3PM,3PA,FTM,FTA,PTS,BLK,STL,FG%,3P%,FT%,PTS/Min,Overall Shooting Accuracy,BLK/G,STL/G
,,28,947.0,107,259,61,163,59,69,334,1,93,0.41312741312741313,0.37423312883435583,0.855072463768116,0.3526927138331573,0.5474776685766284,0.03571428571428571,3.3214285714285716
,,35,1069.7,240,481,51,153,129,178,660,11,116,0.498960498960499,0.3333333333333333,0.7247191011235955,0.6169954192764326,0.5190043111391426,0.3142857142857143,3.3142857142857145
,,36,1480.5,362,771,134,385,350,418,1208,42,119,0.4695201037613489,0.34805194805194806,0.8373205741626795,0.8159405606214117,0.5516308753253255,1.1666666666666667,3.3055555555555554
,,21,620.2,123,291,21,71,44,72,311,3,69,0.422680412371134,0.29577464788732394,0.6111111111111112,0.5014511447920026,0.44318872378985635,0.14285714285714285,3.2857142857142856
,,40,1041.0,91,190,42,115,48,64,272,10,131,0.4789473684210526,0.3652173913043478,0.75,0.2612872238232469,0.5313882532418002,0.25,3.275
,,23,720.7,156,318,27,96,109,140,450,1,75,0.49056603773584906,0.28125,0.7785714285714286,0.6243929512973497,0.5167958221024259,0.043478260869565216,3.260869565217391
,,32,1038.0,222,466,23,95,116,164,583,4,104,0.47639484978540775,0.24210526315789474,0.7073170731707317,0.5616570327552987,0.47527239537134475,0.125,3.25
,,34,1092.0,134,331,69,185,121,140,454,1,110,0.40483383685800606,0.372972972972973,0.8642857142857143,0.4157509157509158,0.5473641747055645,0.029411764705882353,3.235294117647059
,,30,1069.7,214,518,45,179,89,128,562,5,97,0.41312741312741313,0.25139664804469275,0.6953125,0.525380947929326,0.4532788537240353,0.16666666666666666,3.2333333333333334
,,13,286.5,41,92,17,47,17,20,116,0,42,0.44565217391304346,0.3617021276595745,0.85,0.4048865619546248,0.5524514338575393,0.0,3.230769230769231
,,32,1243.9,345,747,76,255,108,139,874,5,103,0.46184738955823296,0.2980392156862745,0.7769784172661871,0.7026288286839778,0.5122883408368982,0.15625,3.21875
,,10,329.1,64,122,20,55,17,23,165,1,32,0.5245901639344263,0.36363636363636365,0.7391304347826086,0.5013673655423883,0.5424523207844661,0.1,3.2
,,16,302.0,16,46,3,18,23,30,58,1,51,0.34782608695652173,0.16666666666666666,0.7666666666666667,0.19205298013245034,0.4270531400966184,0.0625,3.1875
,,11,424.0,125,257,21,51,71,85,342,8,35,0.48638132295719844,0.4117647058823529,0.8352941176470589,0.8066037735849056,0.5778133821622035,0.7272727272727273,3.1818181818181817
