Season,Player,GP,MIN,FGM,FGA,3PM,3PA,FTM,FTA,PTS,BLK,STL,FG%,3P%,FT%,PTS/Min,Overall Shooting Accuracy,BLK/G,STL/G
,,29,473.2,97,130,0,0,47,70,241,19,16,0.7461538461538462,0.0,0.6714285714285714,0.5092983939137785,0.47252747252747246,0.6551724137931034,0.5517241379310345
,,26,548.5,111,149,1,2,30,76,253,26,12,0.7449664429530202,0.5,0.39473684210526316,0.4612579762989973,0.5465677616860946,1.0,0.46153846153846156
,,21,375.0,73,98,0,0,17,27,163,19,6,0.7448979591836735,0.0,0.6296296296296297,0.43466666666666665,0.4581758629377677,0.9047619047619048,0.2857142857142857
,,22,482.0,90,121,0,2,47,60,227,15,26,0.743801652892562,0.0,0.7833333333333333,0.470954356846473,0.5090449954086318,0.6818181818181818,1.1818181818181819
,,19,350.3,90,121,1,2,56,66,237,8,12,0.743801652892562,0.5,0.8484848484848485,0.676562946046246,0.6974288337924701,0.42105263157894735,0.631578947368421
,,13,149.2,23,31,0,1,2,6,48,6,3,0.7419354838709677,0.0,0.3333333333333333,0.32171581769437,0.35842293906810035,0.46153846153846156,0.23076923076923078
,,61,1412.5,253,341,0,0,84,148,590,119,52,0.7419354838709677,0.0,0.5675675675675675,0.4176991150442478,0.43650101714617845,1.9508196721311475,0.8524590163934426
,,19,577.0,86,116,0,0,25,48,197,35,14,0.7413793103448276,0.0,0.5208333333333334,0.341421143847487,0.4207375478927203,1.8421052631578947,0.7368421052631579
,,16,301.4,43,58,0,0,61,86,147,10,5,0.7413793103448276,0.0,0.7093023255813954,0.4877239548772396,0.48356054530874104,0.625,0.3125
,,20,319.2,83,112,0,3,21,29,187,11,15,0.7410714285714286,0.0,0.7241379310344828,0.5858395989974937,0.48840311986863716,0.55,0.75
,,29,549.4,94,127,0,0,39,76,227,23,20,0.7401574803149606,0.0,0.5131578947368421,0.4131780123771387,0.41777179168393425,0.7931034482758621,0.6896551724137931
,,11,170.5,37,50,0,0,18,35,92,8,2,0.74,0.0,0.5142857142857142,0.5395894428152492,0.4180952380952381,0.7272727272727273,0.18181818181818182
,,34,858.1,150,203,0,3,33,79,333,33,62,0.7389162561576355,0.0,0.4177215189873418,0.38806665889756436,0.38554592504832574,0.9705882352941176,1.8235294117647058
,,44,780.0,116,157,0,0,55,100,287,43,35,0.7388535031847133,0.0,0.55,0.367948717948718,0.4296178343949045,0.9772727272727273,0.7954545454545454
,,32,914.1,147,199,0,0,65,89,359,82,12,0.7386934673366834,0.0,0.7303370786516854,0.3927360245049776,0.4896768486627896,2.5625,0.375
,,9,256.4,65,88,0,0,20,30,150,6,7,0.7386363636363636,0.0,0.6666666666666666,0.5850234009360374,0.4684343434343434,0.6666666666666666,0.7777777777777778
,,13,280.0,62,84,0,1,27,37,151,12,9,0.7380952380952381,0.0,0.7297297297297297,0.5392857142857143,0.4892749892749893,0.9230769230769231,0.6923076923076923
,,11,179.6,42,57,0,0,9,16,93,3,1,0.7368421052631579,0.0,0.5625,0.5178173719376392,0.43311403508771934,0.2727272727272727,0.09090909090909091
,,6,78.4,14,19,0,0,4,11,32,2,0,0.7368421052631579,0.0,0.36363636363636365,0.4081632653061224,0.3668261562998405,0.3333333333333333,0.0
,,6,109.1,28,38,0,1,13,24,69,7,3,0.7368421052631579,0.0,0.5416666666666666,0.6324472960586618,0.4261695906432748,1.1666666666666667,0.5
,,34,674.0,179,243,2,3,111,152,471,21,16,0.7366255144032922,0.6666666666666666,0.7302631578947368,0.6988130563798219,0.711185112988232,0.6176470588235294,0.47058823529411764
,,15,258.4,39,53,1,3,51,64,130,7,7,0.7358490566037735,0.3333333333333333,0.796875,0.5030959752321982,0.6220191299790356,0.4666666666666667,0.4666666666666667
,,39,806.2,114,155,0,0,65,100,293,23,21,0.7354838709677419,0.0,0.65,0.36343339121806,0.46182795698924733,0.5897435897435898,0.5384615384615384
,,17,235.5,50,68,5,9,40,51,145,7,5,0.7352941176470589,0.5555555555555556,0.7843137254901961,0.6157112526539278,0.6917211328976035,0.4117647058823529,0.29411764705882354
,,20,336.0,75,102,0,0,16,29,166,15,17,0.7352941176470589,0.0,0.5517241379310345,0.49404761904761907,0.4290060851926978,0.75,0.85
,,13,267.0,61,83,0,0,35,51,157,4,8,0.7349397590361446,0.0,0.6862745098039216,0.5880149812734082,0.4737380896133554,0.3076923076923077,0.6153846153846154
,,8,94.0,11,15,1,1,13,18,36,6,3,0.7333333333333333,1.0,0.7222222222222222,0.3829787234042553,0.8185185185185185,0.75,0.375
,,5,53.1,11,15,0,0,2,5,24,5,0,0.7333333333333333,0.0,0.4,0.4519774011299435,0.37777777777777777,1.0,0.0
,,16,148.5,41,56,0,0,13,18,95,15,2,0.7321428571428571,0.0,0.7222222222222222,0.6397306397306397,0.48478835978835977,0.9375,0.125
,,17,275.9,71,97,0,1,22,35,164,20,5,0.7319587628865979,0.0,0.6285714285714286,0.5944182674882205,0.45351006381934217,1.1764705882352942,0.29411764705882354
